Id,SalePrice
1461,126256.45
1462,144571.66
1463,189198.88
1464,177803.92
1465,204059.16
1466,168298.14
1467,174323.95
1468,161115.81
1469,194167.97
1470,118788.29
1471,197553.23
1472,105764.92
1473,102688.92
1474,156920.03
1475,120396.71
1476,332209.88
1477,282930.94
1478,289111.62
1479,199352.62
1480,524108.56
1481,317913.9
1482,222047.05
1483,151019.2
1484,175897.5
1485,179435.42
1486,189616.14
1487,301033.56
1488,231037.5
1489,222912.55
1490,205086.5
1491,189734.69
1492,90519.42
1493,179793.64
1494,330001.12
1495,305004.2
1496,227973.77
1497,172729.81
1498,156881.98
1499,153474.0
1500,151939.03
1501,176319.44
1502,161538.94
1503,298863.72
1504,246878.72
1505,221595.5
1506,186992.55
1507,254119.42
1508,197822.44
1509,158046.11
1510,155582.22
1511,152658.56
1512,178402.78
1513,155062.67
1514,154865.53
1515,191346.69
1516,152244.84
1517,150984.23
1518,122480.01
1519,195513.48
1520,137675.52
1521,141211.16
1522,155974.1
1523,108366.91
1524,122667.9
1525,133127.8
1526,130956.46
1527,104848.945
1528,127907.04
1529,146881.11
1530,183369.42
1531,101472.43
1532,99121.234
1533,139839.11
1534,112603.016
1535,154128.86
1536,114188.49
1537,74448.375
1538,187643.61
1539,226723.72
1540,95504.76
1541,148855.4
1542,136713.14
1543,237413.44
1544,74995.61
1545,116214.33
1546,116052.125
1547,132827.88
1548,124820.07
1549,122909.09
1550,145197.95
1551,115733.83
1552,158344.95
1553,149482.52
1554,113156.99
1555,152813.53
1556,94278.45
1557,108206.57
1558,102756.984
1559,93294.7
1560,137386.16
1561,150096.73
1562,116039.18
1563,127152.89
1564,165606.52
1565,150903.98
1566,252432.02
1567,53026.906
1568,236275.44
1569,117345.305
1570,127873.71
1571,129470.58
1572,138820.0
1573,223039.11
1574,124648.14
1575,220582.64
1576,209302.1
1577,205854.78
1578,142203.48
1579,152175.19
1580,193892.55
1581,141659.02
1582,129304.984
1583,344771.75
1584,230275.94
1585,140250.19
1586,64907.55
1587,90165.984
1588,150804.4
1589,112328.734
1590,127366.47
1591,97528.31
1592,120992.91
1593,124397.28
1594,141484.62
1595,103464.23
1596,257259.94
1597,166428.77
1598,185542.45
1599,182632.38
1600,191922.8
1601,81478.15
1602,121249.9
1603,99528.43
1604,268480.5
1605,250679.95
1606,165242.84
1607,138452.06
1608,210716.3
1609,192166.6
1610,163955.64
1611,147534.95
1612,176979.86
1613,157895.0
1614,115391.84
1615,78873.76
1616,68659.695
1617,78650.555
1618,128074.6
1619,137855.77
1620,153148.8
1621,135361.1
1622,137065.69
1623,289424.8
1624,232071.86
1625,128758.27
1626,177347.16
1627,185086.66
1628,266427.47
1629,173842.75
1630,358368.28
1631,229967.14
1632,243890.14
1633,162676.55
1634,177039.31
1635,179297.64
1636,156109.3
1637,184041.58
1638,211884.75
1639,186972.62
1640,250584.3
1641,183163.58
1642,217844.25
1643,227076.6
1644,238106.55
1645,191842.23
1646,158508.78
1647,131924.64
1648,139738.4
1649,141933.36
1650,126207.19
1651,124337.94
1652,104472.8
1653,105615.6
1654,155790.83
1655,141826.45
1656,146680.3
1657,154251.86
1658,143165.61
1659,131609.1
1660,143349.42
1661,453437.34
1662,433052.56
1663,364903.3
1664,400663.56
1665,295500.9
1666,294803.25
1667,374990.34
1668,326610.7
1669,297314.56
1670,328484.66
1671,268271.62
1672,532541.94
1673,303149.3
1674,256083.08
1675,190246.38
1676,188918.0
1677,223066.38
1678,489343.6
1679,394653.06
1680,322376.4
1681,277995.62
1682,267615.3
1683,184904.44
1684,169911.7
1685,172838.7
1686,168716.58
1687,165420.55
1688,187993.0
1689,183031.77
1690,190153.27
1691,174284.94
1692,264310.44
1693,174263.03
1694,181860.58
1695,160965.97
1696,281593.84
1697,165345.06
1698,428794.94
1699,346313.8
1700,245809.22
1701,261553.67
1702,270013.72
1703,286025.72
1704,307897.8
1705,227922.67
1706,490287.8
1707,232466.33
1708,233481.73
1709,288721.06
1710,197975.62
1711,262836.03
1712,198083.27
1713,269047.56
1714,219073.97
1715,198934.92
1716,173645.78
1717,166718.75
1718,125881.875
1719,201230.77
1720,259787.23
1721,162776.67
1722,144841.88
1723,162244.78
1724,213476.62
1725,238612.61
1726,194151.05
1727,160240.61
1728,191991.8
1729,158900.03
1730,154116.11
1731,121769.35
1732,138345.92
1733,122173.36
1734,130672.72
1735,135950.33
1736,117156.71
1737,347393.7
1738,223490.47
1739,315537.78
1740,215505.64
1741,196332.48
1742,172666.28
1743,176602.27
1744,320145.53
1745,232630.2
1746,231018.4
1747,210949.61
1748,206477.97
1749,163111.2
1750,137338.7
1751,211450.5
1752,119067.125
1753,149011.86
1754,220545.44
1755,177189.88
1756,133354.45
1757,121546.44
1758,154566.94
1759,162868.25
1760,167887.23
1761,162532.12
1762,185224.33
1763,163838.86
1764,115648.1
1765,152915.62
1766,166350.06
1767,202231.38
1768,150740.58
1769,166787.84
1770,139720.16
1771,133706.0
1772,142891.25
1773,135138.47
1774,124534.79
1775,140201.23
1776,126649.9
1777,115306.31
1778,131748.12
1779,116089.05
1780,205775.47
1781,125642.51
1782,85045.22
1783,130172.16
1784,108167.53
1785,122593.48
1786,132462.17
1787,152716.84
1788,46179.094
1789,95943.59
1790,84097.64
1791,183327.19
1792,152857.66
1793,130900.96
1794,137941.17
1795,141542.64
1796,124369.46
1797,124060.484
1798,123679.98
1799,118512.945
1800,133207.52
1801,130891.08
1802,154876.6
1803,145620.22
1804,144169.58
1805,130886.21
1806,102971.5
1807,121234.56
1808,118363.71
1809,114412.09
1810,157073.58
1811,98157.91
1812,99085.805
1813,127394.516
1814,99662.45
1815,49967.656
1816,107203.3
1817,112499.76
1818,129870.46
1819,115781.34
1820,67000.25
1821,115229.586
1822,149363.11
1823,56226.008
1824,135919.73
1825,136527.25
1826,100469.44
1827,112133.41
1828,139611.9
1829,103144.81
1830,148719.98
1831,179215.27
1832,99405.05
1833,107898.44
1834,130931.555
1835,167296.92
1836,127731.52
1837,101087.69
1838,145338.6
1839,85112.14
1840,177336.34
1841,157625.73
1842,79516.76
1843,144069.12
1844,140914.08
1845,141886.67
1846,155115.02
1847,142238.53
1848,53582.39
1849,131886.34
1850,123787.63
1851,153506.19
1852,135251.88
1853,128926.06
1854,168665.67
1855,152422.4
1856,224910.72
1857,166969.44
1858,136668.52
1859,122613.055
1860,155138.34
1861,122649.52
1862,257562.12
1863,253558.03
1864,253580.06
1865,302768.34
1866,309651.03
1867,254873.1
1868,293805.25
1869,207252.19
1870,264625.97
1871,248108.53
1872,158120.47
1873,249511.33
1874,140366.39
1875,184999.83
1876,193119.14
1877,196448.47
1878,197621.0
1879,141225.45
1880,135892.19
1881,238654.23
1882,259394.47
1883,202467.34
1884,210316.55
1885,256750.16
1886,303556.6
1887,194086.22
1888,256809.2
1889,155847.2
1890,123532.3
1891,140233.72
1892,105956.24
1893,109419.68
1894,133644.94
1895,131080.42
1896,123116.55
1897,129598.414
1898,110511.28
1899,154287.73
1900,162663.61
1901,173140.45
1902,154181.14
1903,207699.16
1904,144520.48
1905,188161.7
1906,165233.72
1907,214402.28
1908,121117.67
1909,133575.72
1910,124687.97
1911,207575.75
1912,221741.64
1913,128032.23
1914,69722.5
1915,274581.4
1916,38540.082
1917,267425.5
1918,138825.31
1919,167433.84
1920,156819.31
1921,403684.44
1922,323552.5
1923,204967.22
1924,182218.75
1925,214433.19
1926,378482.16
1927,139281.94
1928,167133.88
1929,137202.38
1930,145402.38
1931,146923.62
1932,140239.5
1933,174055.39
1934,175126.83
1935,173305.98
1936,181487.58
1937,177593.27
1938,175989.67
1939,228979.58
1940,214687.73
1941,175064.1
1942,174190.19
1943,183544.1
1944,304692.84
1945,374753.66
1946,171960.92
1947,283178.2
1948,185041.39
1949,238037.45
1950,194242.16
1951,258510.7
1952,239270.9
1953,158468.11
1954,206079.33
1955,131479.81
1956,293504.12
1957,175469.05
1958,333109.66
1959,132747.45
1960,117286.16
1961,117804.53
1962,114907.0
1963,118950.65
1964,110933.555
1965,144999.61
1966,132912.44
1967,289670.12
1968,460384.47
1969,377684.56
1970,463650.84
1971,461100.34
1972,392828.8
1973,289684.44
1974,322346.22
1975,411802.53
1976,283903.3
1977,349940.22
1978,406893.25
1979,302837.94
1980,189563.1
1981,340822.12
1982,213810.52
1983,219510.22
1984,158107.47
1985,216203.53
1986,224797.42
1987,180049.84
1988,175788.14
1989,197553.89
1990,231497.6
1991,217885.95
1992,219436.48
1993,168322.2
1994,237892.36
1995,187605.81
1996,243457.84
1997,266177.44
1998,253720.0
1999,260973.19
2000,312745.2
2001,267903.44
2002,223633.92
2003,256502.48
2004,277088.5
2005,222849.14
2006,249308.38
2007,258674.4
2008,224180.6
2009,182198.47
2010,188188.22
2011,146974.05
2012,170821.88
2013,177569.14
2014,173333.03
2015,195298.6
2016,182596.58
2017,198520.55
2018,122763.484
2019,133496.67
2020,106031.54
2021,118589.22
2022,186999.4
2023,158563.94
2024,216717.47
2025,388464.44
2026,175204.31
2027,148897.05
2028,142380.02
2029,180759.89
2030,250128.73
2031,239481.78
2032,209894.92
2033,267788.3
2034,167450.44
2035,215533.47
2036,192282.27
2037,193767.23
2038,306239.16
2039,224213.16
2040,428280.44
2041,268257.25
2042,201595.81
2043,161473.6
2044,185835.48
2045,200769.2
2046,134495.36
2047,150122.19
2048,130854.805
2049,127702.8
2050,179432.77
2051,114540.78
2052,144381.31
2053,153698.08
2054,90513.99
2055,148792.38
2056,130643.516
2057,131396.05
2058,211994.0
2059,141622.92
2060,154427.92
2061,164032.44
2062,139198.97
2063,118373.83
2064,144026.16
2065,132166.12
2066,170500.56
2067,120333.914
2068,128948.445
2069,83424.055
2070,111753.29
2071,86423.99
2072,138810.12
2073,139465.11
2074,201678.48
2075,147714.64
2076,123590.59
2077,147285.88
2078,128039.125
2079,123099.7
2080,118464.805
2081,126890.1
2082,118596.164
2083,148796.97
2084,116205.56
2085,124702.2
2086,151627.6
2087,116785.4
2088,87323.51
2089,90398.85
2090,143313.84
2091,120326.13
2092,130495.44
2093,113886.21
2094,138194.98
2095,143992.8
2096,78395.98
2097,105903.58
2098,154371.89
2099,55897.824
2100,89246.36
2101,101399.5
2102,129602.375
2103,110878.78
2104,130666.94
2105,118911.92
2106,62167.492
2107,252377.0
2108,117702.88
2109,106723.51
2110,130862.08
2111,174131.8
2112,136988.47
2113,132487.17
2114,117688.96
2115,152140.61
2116,116672.47
2117,146708.19
2118,128861.98
2119,102098.2
2120,127223.336
2121,117131.414
2122,102717.66
2123,90939.125
2124,172314.06
2125,122035.42
2126,156701.2
2127,162307.61
2128,132279.53
2129,105070.6
2130,147657.95
2131,142542.38
2132,122125.24
2133,115492.39
2134,122944.0
2135,104732.51
2136,63910.59
2137,107962.44
2138,132145.38
2139,149215.75
2140,136842.1
2141,150718.88
2142,136530.33
2143,143788.52
2144,123310.07
2145,137248.66
2146,147683.88
2147,154422.98
2148,127780.62
2149,151206.06
2150,212145.42
2151,123902.74
2152,206544.75
2153,158392.34
2154,113346.92
2155,139434.4
2156,237172.81
2157,228699.31
2158,238057.62
2159,201280.1
2160,168088.25
2161,264324.9
2162,420988.6
2163,341545.66
2164,262149.9
2165,166579.14
2166,150227.97
2167,197494.14
2168,196436.92
2169,197060.36
2170,215419.42
2171,153652.94
2172,151549.53
2173,161281.55
2174,237077.94
2175,314391.88
2176,330495.16
2177,245770.36
2178,222897.4
2179,143093.36
2180,198163.3
2181,190367.4
2182,211390.97
2183,186357.1
2184,127988.3
2185,118384.23
2186,148534.14
2187,141124.08
2188,165110.52
2189,195818.45
2190,89654.445
2191,96529.75
2192,71051.86
2193,116504.984
2194,109147.0
2195,102379.65
2196,94463.04
2197,115134.266
2198,150432.98
2199,168872.34
2200,148432.08
2201,130890.414
2202,215202.66
2203,153570.88
2204,173092.0
2205,130848.11
2206,143111.3
2207,236403.42
2208,247646.03
2209,229458.72
2210,123072.055
2211,116700.01
2212,117204.914
2213,107060.19
2214,135325.73
2215,102384.67
2216,121634.89
2217,56644.934
2218,87653.914
2219,95310.875
2220,88454.16
2221,272867.6
2222,254677.22
2223,239610.83
2224,213105.05
2225,128309.92
2226,193046.94
2227,224051.62
2228,253797.83
2229,254185.33
2230,165902.1
2231,204044.8
2232,172458.45
2233,186563.28
2234,228582.38
2235,211400.97
2236,284244.88
2237,347488.3
2238,210030.55
2239,121772.21
2240,161250.17
2241,143282.64
2242,128077.55
2243,119363.32
2244,85476.125
2245,104140.555
2246,160400.17
2247,107756.76
2248,129231.75
2249,129973.49
2250,133475.31
2251,140785.22
2252,179096.52
2253,148984.53
2254,177206.27
2255,199908.95
2256,179866.45
2257,199871.64
2258,175025.64
2259,177772.33
2260,159723.03
2261,198393.39
2262,212269.78
2263,324688.53
2264,442694.56
2265,162334.8
2266,266574.1
2267,343641.8
2268,337418.72
2269,155177.39
2270,193087.25
2271,223052.78
2272,198591.28
2273,161200.08
2274,173446.56
2275,167500.17
2276,189885.95
2277,213548.11
2278,148078.5
2279,117907.664
2280,121822.15
2281,179848.28
2282,174860.53
2283,114746.37
2284,104359.28
2285,134623.92
2286,118042.7
2287,346710.2
2288,280394.7
2289,401054.9
2290,432951.47
2291,301916.8
2292,376233.16
2293,514271.22
2294,441636.4
2295,489697.2
2296,276243.4
2297,305937.06
2298,284543.0
2299,416402.84
2300,326953.3
2301,268982.12
2302,236741.77
2303,254783.02
2304,252743.58
2305,180015.34
2306,181720.5
2307,189159.05
2308,222658.31
2309,263993.12
2310,209777.89
2311,182415.42
2312,141379.33
2313,171503.19
2314,167698.97
2315,160474.36
2316,176414.77
2317,172879.28
2318,179555.38
2319,173894.78
2320,180948.44
2321,262072.45
2322,178208.08
2323,175883.47
2324,170276.16
2325,207442.94
2326,165011.28
2327,234438.88
2328,238960.72
2329,175697.89
2330,172097.9
2331,359281.28
2332,461514.72
2333,311896.9
2334,230267.69
2335,258432.75
2336,318214.6
2337,195008.47
2338,291217.1
2339,225249.56
2340,385121.34
2341,202497.61
2342,227813.58
2343,226536.84
2344,235961.42
2345,238490.81
2346,218847.23
2347,211840.12
2348,251393.6
2349,166342.05
2350,300407.8
2351,248037.27
2352,260574.5
2353,232367.62
2354,120788.14
2355,146038.0
2356,159000.36
2357,205361.48
2358,196292.98
2359,129346.75
2360,113823.82
2361,151792.48
2362,291761.4
2363,142731.92
2364,146172.16
2365,208743.0
2366,201302.73
2367,213963.45
2368,193985.38
2369,221847.36
2370,187363.31
2371,171049.53
2372,171719.38
2373,264161.7
2374,292194.38
2375,261682.16
2376,255181.84
2377,356160.28
2378,129516.43
2379,207191.17
2380,137229.02
2381,150263.3
2382,205676.69
2383,205480.77
2384,245837.53
2385,151250.47
2386,140811.22
2387,130474.83
2388,102249.26
2389,124058.76
2390,134569.05
2391,138210.81
2392,116623.38
2393,154101.69
2394,148224.42
2395,210671.78
2396,149651.44
2397,199143.42
2398,125987.695
2399,55632.184
2400,64529.25
2401,121265.4
2402,139403.31
2403,140445.48
2404,147307.23
2405,166695.34
2406,139671.97
2407,135564.3
2408,145347.45
2409,134008.84
2410,172147.8
2411,126650.305
2412,158146.75
2413,134756.47
2414,136771.86
2415,115263.72
2416,124549.63
2417,130705.74
2418,121786.27
2419,117315.555
2420,122976.56
2421,126073.734
2422,117413.94
2423,130011.57
2424,155816.69
2425,235549.73
2426,116993.28
2427,127269.0
2428,169433.34
2429,122522.414
2430,129272.49
2431,112852.805
2432,139743.08
2433,144247.23
2434,138423.12
2435,142515.94
2436,111743.016
2437,111145.555
2438,124748.03
2439,113072.46
2440,119828.836
2441,101514.336
2442,103678.22
2443,115320.305
2444,128693.055
2445,85049.05
2446,131860.52
2447,229942.25
2448,149918.06
2449,121681.46
2450,152906.45
2451,136304.53
2452,194756.05
2453,98264.98
2454,136692.27
2455,128351.48
2456,124343.75
2457,134867.6
2458,114601.86
2459,109204.04
2460,138997.55
2461,117841.81
2462,139863.05
2463,122906.82
2464,179305.39
2465,111348.71
2466,107496.63
2467,162474.88
2468,70869.64
2469,67103.516
2470,152775.83
2471,193482.89
2472,169073.61
2473,119210.07
2474,104110.984
2475,223475.1
2476,105952.98
2477,129902.57
2478,168114.14
2479,119534.08
2480,144968.38
2481,123330.234
2482,128957.12
2483,120792.65
2484,124461.08
2485,128064.92
2486,150018.67
2487,175718.36
2488,165350.94
2489,144300.45
2490,162409.77
2491,79961.38
2492,196370.9
2493,131438.03
2494,150701.66
2495,72471.74
2496,232110.34
2497,135817.27
2498,125763.1
2499,107578.7
2500,125112.39
2501,123100.16
2502,138847.72
2503,74776.27
2504,195778.28
2505,223997.9
2506,273702.38
2507,306649.0
2508,273113.16
2509,206384.19
2510,231419.03
2511,179575.47
2512,218652.1
2513,214118.27
2514,248753.52
2515,154792.28
2516,156374.31
2517,149040.12
2518,127340.37
2519,213593.84
2520,211217.83
2521,181438.84
2522,222431.25
2523,131075.44
2524,145898.52
2525,143311.64
2526,134744.8
2527,116743.94
2528,128285.82
2529,130346.1
2530,126275.61
2531,237276.02
2532,214398.45
2533,195996.28
2534,210256.64
2535,316832.94
2536,233936.05
2537,256282.89
2538,178787.1
2539,194865.97
2540,168845.58
2541,191252.06
2542,163003.42
2543,113964.414
2544,128670.17
2545,134388.03
2546,127273.805
2547,126653.57
2548,146248.11
2549,162179.11
2550,236573.66
2551,143073.75
2552,116951.016
2553,79990.02
2554,103619.08
2555,121097.05
2556,112465.18
2557,108225.56
